id,name,age,voice,default_group,is_hero,is_female,culture,skill_template,occupation,face_mesh_cache,is_new,is_dead,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,Crafting,Scouting,Tactics,Roguery,Charm,Leadership,Trade,Steward,Medicine,Engineering
lord_4_3,{=aom_lord_4_3_name}Aldric,45,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_3_1,{=aom_lord_4_3_1_name}Ã‰omer Eoforing,22,ironic,Cavalry,true,false,Culture.vlandia,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,270,250,260,150,100,150,280,220,50,150,290,300,180,250,80,200,180,280
lord_4_4,{=aom_lord_4_4_name}Elthild,45,earnest,Infantry,true,true,Culture.vlandia,SkillSet.spc_politician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_5,{=aom_lord_4_5_name}Unthery,44,earnest,Cavalry,true,true,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_6,{=aom_lord_4_6_name}Grimbold Grimingas ,45,curt,Cavalry,true,true,Culture.vlandia,SkillSet.spc_politician_skills_rookie,Lord,true,,,250,280,240,140,90,110,270,190,50,140,230,320,190,250,100,220,80,280
lord_4_6_1,{=aom_lord_4_6_1_name}DÃ©orwyn Grimingas,22,curt,Cavalry,true,true,Culture.vlandia,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_7,{=aom_lord_4_7_name}ThÃ©odred Eorling,26,earnest,Cavalry,true,,Culture.vlandia,,Lord,true,,,270,240,260,150,100,120,290,200,50,150,250,300,200,270,100,230,80,280
lord_4_8,{=aom_lord_4_8_name}Furnhard,26,ironic,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_4_9,{=aom_lord_4_9_name}Thomund,23,earnest,Cavalry,true,,Culture.vlandia,SkillSet.spc_shock_troop_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_1,"{=aom_lord_5_1_name}VargÃ»l, the High Warlord of Khand",39,ironic,Cavalry,true,,Culture.battania,SkillSet.spc_swordsman_skills_ruler,Lord,true,,,280,220,270,250,40,180,300,200,90,220,270,,230,290,120,180,110,
lord_5_10,{=aom_lord_5_10_name}Corein,19,curt,Cavalry,true,true,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_11,{=aom_lord_5_11_name}Alynneth,19,softspoken,Cavalry,true,true,Culture.battania,SkillSet.spc_physician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_12,{=aom_lord_5_12_name}Wythuin,25,earnest,Cavalry,true,true,Culture.battania,SkillSet.spc_huntress_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_13,{=aom_lord_5_13_name}Muinser,37,earnest,Cavalry,true,,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_131,{=aom_lord_5_131_name}Rath,18,earnest,Cavalry,true,,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_13_1,{=aom_lord_5_13_1_name}Beasag,17,earnest,Cavalry,true,true,Culture.battania,SkillSet.spc_huntress_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_14,{=aom_lord_5_14_name}Luichan,25,earnest,Ranged,true,,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_14_1,{=aom_lord_5_14_1_name}Eabyr,22,earnest,Ranged,true,true,Culture.battania,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_15,{=aom_lord_5_15_name}Pryndor,48,curt,Cavalry,true,,Culture.battania,SkillSet.spc_archer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_15_1,{=aom_lord_5_15_1_name}Floraidh,22,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_matriarch_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_15_2,{=aom_lord_5_15_2_name}Beitrin,19,curt,Cavalry,true,false,Culture.battania,SkillSet.spc_fian_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_15_3,{=aom_lord_5_15_3_name}Diarbhain,14,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_faris_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_16,{=aom_lord_5_16_name}Aeron,34,ironic,Cavalry,true,,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_16_1,{=aom_lord_5_16_1_name}Liasin,35,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_artisan_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_16_2,{=aom_lord_5_16_2_name}Gawen,14,curt,Cavalry,true,true,Culture.battania,SkillSet.spc_archer_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_17,{=aom_lord_5_17_name}Aradwyr,24,ironic,Ranged,true,,Culture.battania,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_17_1,{=aom_lord_5_17_1_name}Brighan,22,ironic,Ranged,true,true,Culture.battania,SkillSet.spc_trader_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_18,{=aom_lord_5_18_name}Branoc,24,earnest,Ranged,true,,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_18_1,{=aom_lord_5_18_1_name}Seonag,22,curt,Ranged,true,true,Culture.battania,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_19,{=aom_lord_5_19_name}Fenagan,24,earnest,Cavalry,true,,Culture.battania,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_1_1,{=aom_lord_5_1_1_name}RandomDude,12,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_fian_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_20,{=aom_lord_5_20_name}Siaramus,24,softspoken,Cavalry,true,,Culture.battania,SkillSet.spc_peltast_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_21,{=aom_lord_5_21_name}Carfyd,38,curt,Cavalry,true,,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_21_1,{=aom_lord_5_21_1_name}Beathag,38,softspoken,Cavalry,true,true,Culture.battania,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_21_2,{=aom_lord_5_21_2_name}Taorse,18,softspoken,Cavalry,true,true,Culture.battania,SkillSet.spc_trader_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_22,{=aom_lord_5_22_name}Fiarad,33,curt,Cavalry,true,,Culture.battania,SkillSet.spc_archer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_3,{=aom_lord_5_3_name}Ergeon,43,softspoken,HorseArcher,true,,Culture.battania,SkillSet.spc_tactician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_3_1,{=aom_lord_5_3_1_name}Ranaon,18,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_3_2,{=aom_lord_5_3_2_name}Ladogual,21,ironic,Cavalry,true,true,Culture.battania,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_4,{=aom_lord_5_4_name}Nywin,37,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_courtier_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_5,{=aom_lord_5_5_name}Melidir,48,softspoken,HorseArcher,true,,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_5_1,{=aom_lord_5_5_1_name}Eilidh,19,earnest,Cavalry,true,true,Culture.battania,SkillSet.spc_diplomat_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_6,{=aom_lord_5_6_name}Alcaea,46,softspoken,Cavalry,true,true,Culture.empire,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_7,{=aom_lord_5_7_name}Khand PlaceHolder,20,earnest,Ranged,true,,Culture.battania,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_8,{=aom_lord_5_8_name}Sein,18,earnest,Cavalry,true,,Culture.battania,SkillSet.spc_archer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_9,{=aom_lord_5_9_name}Culharn,27,earnest,Cavalry,true,,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_5_91,{=aom_lord_5_91_name}Tegan,18,earnest,Cavalry,true,,Culture.battania,SkillSet.spc_fian_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_1,{=aom_lord_6_1_name}Zhamik Zhamian,38,curt,Cavalry,true,,Culture.khuzait,SkillSet.spc_tactician_skills_ruler,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_10,{=aom_lord_6_10_name}Alijin,18,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_spy_master_skills,Lord,,,,,,,,,,,,,,,,,,,,,
lord_6_101,{=aom_lord_6_101_name}Bolat,19,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_matriarch_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_11,{=aom_lord_6_11_name}Yana,22,curt,HorseArcher,true,true,Culture.khuzait,SkillSet.spc_huntress_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_12,{=aom_lord_6_12_name}Abagai,23,ironic,Cavalry,true,true,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_13,{=aom_lord_6_13_name}Bortu,18,softspoken,Cavalry,true,,Culture.khuzait,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_15,{=aom_lord_6_15_name}Oragur,38,curt,Cavalry,true,,Culture.khuzait,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_15_1,{=aom_lord_6_15_1_name}Khorijin,37,ironic,Cavalry,true,true,Culture.khuzait,SkillSet.spc_matriarch_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_15_2,{=aom_lord_6_15_2_name}Sechen,18,ironic,Cavalry,true,true,Culture.khuzait,SkillSet.spc_politician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_16,{=aom_lord_6_16_name}Akvoth Karmian,38,curt,Cavalry,true,,Culture.khuzait,SkillSet.spc_quartermaster_skills_clanleader,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_16_1,{=aom_lord_6_16_1_name}Chambui,37,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_spy_master_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_16_2,{=aom_lord_6_16_2_name}Unagen,18,curt,Cavalry,true,true,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_17,{=aom_lord_6_17_name}AmdÃ»r AmdÃ»rid,36,ironic,HorseArcher,true,,Culture.khuzait,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_17_1,{=aom_lord_6_17_1_name}Ergene,34,ironic,Cavalry,true,true,Culture.khuzait,SkillSet.spc_dandy_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_17_2,{=aom_lord_6_17_2_name}Yesum,15,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_cavalry_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_18,{=aom_lord_6_18_name}LÃ»thkan Khundolar,38,ironic,Cavalry,true,,Culture.khuzait,SkillSet.spc_siege_engineering_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_18_1,{=aom_lord_6_18_1_name}Tilun,37,ironic,Cavalry,true,true,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_18_2,{=aom_lord_6_18_2_name}Chagun,18,curt,Cavalry,true,true,Culture.khuzait,SkillSet.spc_healer_scholar_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_19,{=aom_lord_6_19_name}Vakheraltan Khundolar,41,softspoken,Cavalry,true,,Culture.khuzait,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_19_1,{=aom_lord_6_19_1_name}Sokhatai,40,curt,Cavalry,true,true,Culture.khuzait,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_19_2,{=aom_lord_6_19_2_name}Korte,20,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_2,{=aom_lord_6_2_name}Maraia,39,earnest,Cavalry,true,true,Culture.khuzait,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_20,{=aom_lord_6_20_name}Khurubra Mashakian,30,ironic,Cavalry,true,,Culture.khuzait,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_20_1,{=aom_lord_6_20_1_name}Jigur,28,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_21,{=aom_lord_6_21_name}Molluk Illnoria,30,earnest,Cavalry,true,,Culture.khuzait,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_21_1,{=aom_lord_6_21_1_name}Esachei,20,earnest,Cavalry,true,true,Culture.khuzait,SkillSet.spc_politician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_22,{=aom_lord_6_22_name}Shakhal II Shakhalian,30,curt,Cavalry,true,,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_22_1,{=aom_lord_6_22_1_name}Eselen,22,softspoken,Cavalry,true,true,Culture.khuzait,SkillSet.spc_courtier_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_23,{=aom_lord_6_23_name}HÃ»z-MargÃ´z HÃ»z,30,softspoken,Cavalry,true,,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_24,{=aom_lord_6_24_name}Nikath Adekig,26,softspoken,Cavalry,true,,Culture.khuzait,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_3,{=aom_lord_6_3_name}Bagai,52,ironic,Cavalry,true,,Culture.khuzait,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_4,{=aom_lord_6_4_name}GÃ»rtilm Salurian,50,curt,Cavalry,true,true,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_5,{=aom_lord_6_5_name}Irbo Nikathian,42,curt,HorseArcher,true,,Culture.khuzait,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_51,{=aom_lord_6_51_name}Khada,19,curt,HorseArcher,true,,Culture.khuzait,SkillSet.spc_spy_master_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_6,{=aom_lord_6_6_name}Suran,,curt,HorseArcher,true,,Culture.khuzait,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_7,{=aom_lord_6_7_name}Chaghan,18,earnest,HorseArcher,true,,Culture.khuzait,SkillSet.spc_cavalry_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_8,{=aom_lord_6_8_name}Esur,22,ironic,HorseArcher,true,,Culture.khuzait,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_81,{=aom_lord_6_81_name}Nayantai,19,curt,HorseArcher,true,,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_6_9,{=aom_lord_6_9_name}Temun,20,curt,HorseArcher,true,,Culture.khuzait,,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_A9_c,{=aom_lord_A9_c_name}Dhila,19,curt,Cavalry,true,true,Culture.aserai,SkillSet.spc_trader_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_A9_l,{=aom_lord_A9_l_name}Caradan,43,earnest,Infantry,true,false,Culture.aserai,SkillSet.spc_faris_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_A9_s,{=aom_lord_A9_s_name}Thiqa,42,earnest,Cavalry,true,true,Culture.aserai,SkillSet.spc_quartermaster_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_A9_u,{=aom_lord_A9_u_name}Qaban,29,earnest,Cavalry,true,false,Culture.aserai,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_B8_c,{=aom_lord_B8_c_name}Guaran,38,earnest,Cavalry,true,false,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_B8_l,{=aom_lord_B8_l_name}Maireas,63,ironic,Cavalry,true,true,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_B8_s,{=aom_lord_B8_s_name}Rodarac,61,curt,Cavalry,true,false,Culture.battania,SkillSet.spc_fian_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_K8_u,{=aom_lord_K8_u_name}Boronchar,43,earnest,Cavalry,true,false,Culture.khuzait,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_K9_c1,{=aom_lord_K9_c1_name}Altu,24,earnest,HorseArcher,true,false,Culture.khuzait,SkillSet.spc_mounted_archery_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_K9_c2,{=aom_lord_K9_c2_name}Mela,22,ironic,HorseArcher,true,true,Culture.khuzait,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_K9_l,{=aom_lord_K9_l_name}Valathmir Mashakian,53,softspoken,Cavalry,true,false,Culture.khuzait,SkillSet.spc_tactician_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_K9_s,{=aom_lord_K9_s_name}Sevin,48,earnest,HorseArcher,true,true,Culture.khuzait,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_NE7_u,{=aom_lord_NE7_u_name}Haldric the Black Fang,41,softspoken,HorseArcher,true,false,Culture.empire,SkillSet.spc_cavalry_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_NE8_c1,"{=aom_lord_NE8_c1_name}Cerdic, the Anvil",19,curt,Cavalry,true,false,Culture.empire,SkillSet.spc_spy_master_skills_rookie,Lord,true,,,140,120,260,110,70,130,250,200,90,160,220,,200,50,110,210,100,
lord_NE8_c2,{=aom_lord_NE8_c2_name}Morwen,16,softspoken,Cavalry,true,true,Culture.empire,SkillSet.spc_knight_skills_rookie,Lord,true,,,140,120,260,110,70,130,250,200,90,160,220,,200,50,110,210,100,
lord_NE8_l,"{=aom_lord_NE8_l_name}Eadric, The Swift",46,earnest,Cavalry,true,false,Culture.empire,SkillSet.spc_swordsman_skills,Lord,true,,,140,120,260,110,70,130,250,200,90,160,220,,200,150,110,210,100,
lord_NE8_s,{=aom_lord_NE8_s_name}Aeloria,38,earnest,HorseArcher,true,true,Culture.empire,SkillSet.spc_politician_skills,Lord,true,,,140,120,260,110,70,130,250,200,90,160,220,,200,50,110,210,100,
lord_NE9_d,{=aom_lord_NE9_d_name}Sylva Serpent-Strike,22,earnest,Cavalry,true,true,Culture.empire,SkillSet.spc_chatelaine_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_NE9_l,{=aom_lord_NE9_l_name}Valthor Scalecleaver,51,ironic,Cavalry,true,false,Culture.empire,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_NE9_s,{=aom_lord_NE9_s_name}Rurik Fanghew,24,softspoken,Cavalry,true,false,Culture.empire,SkillSet.spc_phalanx_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_S8_u,{=aom_lord_S8_u_name}Galyk,52,curt,Cavalry,true,false,Culture.sturgia,SkillSet.spc_courtier_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_S9_c,{=aom_lord_S9_c_name}Forim,29,earnest,Cavalry,true,false,Culture.sturgia,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_S9_l,{=aom_lord_S9_l_name}Bombur,52,ironic,Infantry,true,false,Culture.sturgia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_S9_m,{=aom_lord_S9_m_name}Dakhila,73,curt,Cavalry,true,true,Culture.sturgia,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_S9_u,{=aom_lord_S9_u_name}Chastimir,32,softspoken,Cavalry,true,false,Culture.sturgia,SkillSet.spc_huntress_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_SE8_c,{=aom_lord_SE8_c_name}Itaria,19,earnest,Infantry,true,true,Culture.empire,SkillSet.spc_cavalry_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_SE9_c1,{=aom_lord_SE9_c1_name}Pagarios,26,earnest,Cavalry,true,false,Culture.empire,SkillSet.spc_healer_scholar_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_SE9_c2,{=aom_lord_SE9_c2_name}Diasca,24,ironic,Infantry,true,true,Culture.empire,SkillSet.spc_diplomat_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_SE9_l,"{=aom_lord_SE9_l_name}GrishnÃ¡kh, Uruk Captain",58,ironic,Infantry,true,false,Culture.empire,SkillSet.spc_tactician_skills,Lord,true,,,240,220,230,150,110,140,170,210,50,130,220,,50,210,50,150,40,
lord_SE9_s,{=aom_lord_SE9_s_name}Jonna,46,ironic,Cavalry,true,true,Culture.empire,SkillSet.spc_diplomat_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_V11_c1,{=aom_lord_V11_c1_name}Elendara,22,ironic,Cavalry,true,true,Culture.vlandia,SkillSet.spc_physician_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_V11_c2,{=aom_lord_V11_c2_name}Dagunic,19,earnest,Cavalry,true,,Culture.vlandia,SkillSet.spc_courtier_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_V11_l,{=aom_lord_V11_l_name}LÃ©omund DeÃ¡fringas,48,curt,Cavalry,true,false,Culture.vlandia,SkillSet.spc_dandy_skills,Lord,true,,,250,230,240,140,90,110,270,190,50,140,230,,190,250,100,220,80,
lord_V11_u,{=aom_lord_V11_u_name}Voleric,46,curt,Cavalry,true,,Culture.vlandia,SkillSet.spc_intriguer_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_V9_u,{=aom_lord_V9_u_name}Urundulf,47,softspoken,Cavalry,true,,Culture.vlandia,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_WE8_c,{=aom_lord_WE8_c_name}Icratia,29,softspoken,HorseArcher,true,true,Culture.empire,SkillSet.spc_chatelaine_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_WE8_u,{=aom_lord_WE8_u_name}Varmyros,35,earnest,HorseArcher,true,false,Culture.empire,SkillSet.spc_dandy_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_WE9_l,"{=aom_lord_WE9_l_name}Duinhir, Lord of Morthond",24,curt,Infantry,true,false,Culture.empire,SkillSet.spc_trader_skills_rookie,Lord,true,,,200,180,150,250,150,120,150,150,80,200,200,50,180,230,100,200,100,80
lord_WE9_u,{=aom_lord_WE9_u_name}Euresa,26,earnest,Cavalry,true,true,Culture.empire,SkillSet.spc_trader_skills_rookie,Lord,true,,,,,,,,,,,,,,,,,,,,
lord_WE9_u2,{=aom_lord_WE9_u2_name}Torvasis,37,curt,Cavalry,true,false,Culture.empire,SkillSet.spc_knight_skills,Lord,true,,,,,,,,,,,,,,,,,,,,
