# Armoury mesh catalogue. GENERATED by tools/generate_armory_catalogue.py, do not hand-edit.
# source=LOTRLOME_Armory/Assets  tpacs=4364  metameshes=4456  physicsshapes=383
# Regenerate after any art drop. `--diff` classifies rename vs move vs delete.
mesh	kind	prefix	culture	sub	category	tier	variant	folder	tpac	referenced	source
sk_gb_uruk_helmet_heavy_a	metamesh	sk	gundabad	uruk	helmet	heavy	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_b	metamesh	sk	gundabad	uruk	helmet	heavy	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_c	metamesh	sk	gundabad	uruk	helmet	heavy	c	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_d	metamesh	sk	gundabad	uruk	helmet	heavy	d	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_e	metamesh	sk	gundabad	uruk	helmet	heavy	e	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_f	metamesh	sk	gundabad	uruk	helmet	heavy	f	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_g	metamesh	sk	gundabad	uruk	helmet	heavy	g	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_h	metamesh	sk	gundabad	uruk	helmet	heavy	h	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_j	metamesh	sk	gundabad	uruk	helmet	heavy	j	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_heavy_k	metamesh	sk	gundabad	uruk	helmet	heavy	k	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_light_a	metamesh	sk	gundabad	uruk	helmet	light	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_light_b	metamesh	sk	gundabad	uruk	helmet	light	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_light_c	metamesh	sk	gundabad	uruk	helmet	light	c	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_light_d	metamesh	sk	gundabad	uruk	helmet	light	d	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_a	metamesh	sk	gundabad	uruk	helmet	med	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_b	metamesh	sk	gundabad	uruk	helmet	med	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_c	metamesh	sk	gundabad	uruk	helmet	med	c	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_d	metamesh	sk	gundabad	uruk	helmet	med	d	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_e	metamesh	sk	gundabad	uruk	helmet	med	e	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_f	metamesh	sk	gundabad	uruk	helmet	med	f	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_helmet_med_g	metamesh	sk	gundabad	uruk	helmet	med	g	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Helmets_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_elite_a	metamesh	sk	gundabad	uruk	pauldron	elite	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_elite_b	metamesh	sk	gundabad	uruk	pauldron	elite	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_elite_c	metamesh	sk	gundabad	uruk	pauldron	elite	c	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_elite_d	metamesh	sk	gundabad	uruk	pauldron	elite	d	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_heavy_a	metamesh	sk	gundabad	uruk	pauldron	heavy	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_heavy_b	metamesh	sk	gundabad	uruk	pauldron	heavy	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_heavy_c	metamesh	sk	gundabad	uruk	pauldron	heavy	c	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_heavy_d	metamesh	sk	gundabad	uruk	pauldron	heavy	d	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_med_a	metamesh	sk	gundabad	uruk	pauldron	med	a	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gb_uruk_pauldron_med_b	metamesh	sk	gundabad	uruk	pauldron	med	b	gundabad_armors	gundabad_armors/pale_uruk/SK_GB_Uruk_Pauldrons_A_geo.tpac	Y	parsed
sk_gd_anf_cav_helmet_heavy_a	metamesh	sk	gondor	anf	helmet	heavy	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_cav_helmet_heavy_b	metamesh	sk	gondor	anf	helmet	heavy	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chainmail_a	metamesh	sk	gondor	anf	chest	-	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chainmail_a_slim	metamesh	sk	gondor	anf	chest	-	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_chainmail_b	metamesh	sk	gondor	anf	chest	-	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chainmail_b_slim	metamesh	sk	gondor	anf	chest	-	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_chest_heavy_a	metamesh	sk	gondor	anf	chest	heavy	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chest_heavy_a_slim	metamesh	sk	gondor	anf	chest	heavy	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_chest_heavy_b	metamesh	sk	gondor	anf	chest	heavy	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chest_heavy_b_slim	metamesh	sk	gondor	anf	chest	heavy	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_chest_med_a	metamesh	sk	gondor	anf	chest	med	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chest_med_a_slim	metamesh	sk	gondor	anf	chest	med	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_chest_med_b	metamesh	sk	gondor	anf	chest	med	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_chest_med_b_slim	metamesh	sk	gondor	anf	chest	med	-	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_anf_inf_helmet_heavy_a	metamesh	sk	gondor	anf	helmet	heavy	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_helmet_heavy_b	metamesh	sk	gondor	anf	helmet	heavy	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_helmet_heavy_c	metamesh	sk	gondor	anf	helmet	heavy	c	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_helmet_med_a	metamesh	sk	gondor	anf	helmet	med	a	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_anf_inf_helmet_med_b	metamesh	sk	gondor	anf	helmet	med	b	gondor_assets	gondor_assets/anfalas/SK_GD_Anf_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_boots_a	metamesh	sk	gondor	ano	boots	-	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_bracer_inf_med_a	metamesh	sk	gondor	ano	bracer	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_ano_bracer_noble_elite_a	metamesh	sk	gondor	ano	bracer	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_ano_bracer_noble_heavy_a	metamesh	sk	gondor	ano	bracer	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_ano_bracer_noble_med_a	metamesh	sk	gondor	ano	bracer	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_ano_cape_a	metamesh	sk	gondor	ano	cape	-	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_cape_b	metamesh	sk	gondor	ano	cape	-	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_cape_noble_a	metamesh	sk	gondor	ano	cape	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_cape_noble_b	metamesh	sk	gondor	ano	cape	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_cav_helmet_heavy_a	metamesh	sk	gondor	ano	helmet	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_cav_helmet_heavy_b	metamesh	sk	gondor	ano	helmet	heavy	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_chainmail_full_a	metamesh	sk	gondor	ano	chest	full	a	gondor_assets	gondor_assets/anorien/SK_GD_Ith_Chest_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_chainmail_full_a_slim	metamesh	sk	gondor	ano	chest	full	-	gondor_assets	gondor_assets/anorien/SK_GD_Ith_Chest_Noble_A_geo.tpac	SLIM	parsed
sk_gd_ano_chainmail_full_b	metamesh	sk	gondor	ano	chest	full	b	gondor_assets	gondor_assets/anorien/SK_GD_Ith_Chest_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_chainmail_full_b_slim	metamesh	sk	gondor	ano	chest	full	-	gondor_assets	gondor_assets/anorien/SK_GD_Ith_Chest_Noble_A_geo.tpac	SLIM	parsed
sk_gd_ano_chainmail_half_a	metamesh	sk	gondor	ano	chest	half	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_chainmail_half_a_slim	metamesh	sk	gondor	ano	chest	half	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_chainmail_half_b	metamesh	sk	gondor	ano	chest	half	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_chainmail_half_b_slim	metamesh	sk	gondor	ano	chest	half	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_gloves_a	metamesh	sk	gondor	ano	bracer	-	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_inf_heavy_a	metamesh	sk	gondor	ano	greaves	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_inf_light_a	metamesh	sk	gondor	ano	greaves	light	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_inf_med_a	metamesh	sk	gondor	ano	greaves	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_noble_elite_a	metamesh	sk	gondor	ano	greaves	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_noble_heavy_a	metamesh	sk	gondor	ano	greaves	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_noble_light_a	metamesh	sk	gondor	ano	greaves	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_grvs_noble_med_a	metamesh	sk	gondor	ano	greaves	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Greaves_A_geo.tpac	Y	parsed
sk_gd_ano_inf_chest_heavy_a	metamesh	sk	gondor	ano	chest	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_inf_chest_heavy_a_slim	metamesh	sk	gondor	ano	chest	heavy	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_inf_chest_heavy_b	metamesh	sk	gondor	ano	chest	heavy	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_inf_chest_heavy_b_slim	metamesh	sk	gondor	ano	chest	heavy	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_inf_chest_med_a	metamesh	sk	gondor	ano	chest	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_inf_chest_med_a_slim	metamesh	sk	gondor	ano	chest	med	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_inf_chest_med_b	metamesh	sk	gondor	ano	chest	med	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_inf_chest_med_b_slim	metamesh	sk	gondor	ano	chest	med	-	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_ano_inf_helmet_heavy_a	metamesh	sk	gondor	ano	helmet	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_inf_helmet_med_a	metamesh	sk	gondor	ano	helmet	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_noble_helmet_heavy_a	metamesh	sk	gondor	ano	helmet	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_noble_helmet_heavy_b	metamesh	sk	gondor	ano	helmet	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_noble_helmet_med_a	metamesh	sk	gondor	ano	helmet	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_cape_fount_elite_a	metamesh	sk	gondor	ano	pauldron	elite	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_cape_inf_elite_a	metamesh	sk	gondor	ano	pauldron	elite	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_cape_noble_elite_a	metamesh	sk	gondor	ano	pauldron	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_cape_noble_elite_b	metamesh	sk	gondor	ano	pauldron	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_fount_elite_a	metamesh	sk	gondor	ano	pauldron	elite	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_fount_heavy_a	metamesh	sk	gondor	ano	pauldron	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_inf_elite_a	metamesh	sk	gondor	ano	pauldron	elite	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_inf_heavy_a	metamesh	sk	gondor	ano	pauldron	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_inf_med_a	metamesh	sk	gondor	ano	pauldron	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_inf_med_b	metamesh	sk	gondor	ano	pauldron	med	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Inf_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_elite_a	metamesh	sk	gondor	ano	pauldron	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_elite_b	metamesh	sk	gondor	ano	pauldron	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_heavy_a	metamesh	sk	gondor	ano	pauldron	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_heavy_b	metamesh	sk	gondor	ano	pauldron	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_med_a	metamesh	sk	gondor	ano	pauldron	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_med_b	metamesh	sk	gondor	ano	pauldron	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_ano_pauld_noble_med_c	metamesh	sk	gondor	ano	pauldron	noble	c	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Pauldrons_Noble_A_geo.tpac	Y	parsed
sk_gd_bel_boots_a	metamesh	sk	gondor	bel	boots	-	a	gondor_assets	gondor_assets/belfalas/SK_GD_Dol_Greaves_Noble_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chainmail_a	metamesh	sk	gondor	bel	chest	-	a	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chainmail_a_slim	metamesh	sk	gondor	bel	chest	-	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_bel_inf_chainmail_b	metamesh	sk	gondor	bel	chest	-	b	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chainmail_b_slim	metamesh	sk	gondor	bel	chest	-	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_bel_inf_chest_heavy_a	metamesh	sk	gondor	bel	chest	heavy	a	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chest_heavy_a_slim	metamesh	sk	gondor	bel	chest	heavy	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_bel_inf_chest_heavy_b	metamesh	sk	gondor	bel	chest	heavy	b	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chest_heavy_b_slim	metamesh	sk	gondor	bel	chest	heavy	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_bel_inf_chest_med_a	metamesh	sk	gondor	bel	chest	med	a	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chest_med_a_slim	metamesh	sk	gondor	bel	chest	med	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_bel_inf_chest_med_b	metamesh	sk	gondor	bel	chest	med	b	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	Y	parsed
sk_gd_bel_inf_chest_med_b_slim	metamesh	sk	gondor	bel	chest	med	-	gondor_assets	gondor_assets/belfalas/SK_GD_Bel_Chest_Inf_A_geo.tpac	SLIM	parsed
sk_gd_cair_bracer_inf_med_a	metamesh	sk	gondor	cair	bracer	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Bracers_A_geo.tpac	Y	parsed
sk_gd_cair_chainmail_half_b	metamesh	sk	gondor	cair	chest	half	b	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_chainmail_half_b_slim	metamesh	sk	gondor	cair	chest	half	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_inf_chest_elite_a	metamesh	sk	gondor	cair	chest	elite	a	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_inf_chest_elite_a_slim	metamesh	sk	gondor	cair	chest	elite	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_inf_chest_heavy_a	metamesh	sk	gondor	cair	chest	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_inf_chest_heavy_a_slim	metamesh	sk	gondor	cair	chest	heavy	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_inf_chest_heavy_b	metamesh	sk	gondor	cair	chest	heavy	b	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_inf_chest_heavy_b_slim	metamesh	sk	gondor	cair	chest	heavy	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_inf_chest_med_a	metamesh	sk	gondor	cair	chest	med	a	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_inf_chest_med_a_slim	metamesh	sk	gondor	cair	chest	med	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_inf_chest_med_b	metamesh	sk	gondor	cair	chest	med	b	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	Y	parsed
sk_gd_cair_inf_chest_med_b_slim	metamesh	sk	gondor	cair	chest	med	-	gondor_assets	gondor_assets/anorien/SK_GD_Cair_Chest_A_geo.tpac	SLIM	parsed
sk_gd_cair_noble_helmet_heavy_a	metamesh	sk	gondor	cair	helmet	noble	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_B_geo.tpac	Y	parsed
sk_gd_cair_noble_helmet_heavy_b	metamesh	sk	gondor	cair	helmet	noble	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_B_geo.tpac	Y	parsed
sk_gd_cair_ward_helmet_heavy_a	metamesh	sk	gondor	cair	helmet	heavy	a	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_B_geo.tpac	Y	parsed
sk_gd_cair_ward_helmet_heavy_b	metamesh	sk	gondor	cair	helmet	heavy	b	gondor_assets	gondor_assets/anorien/SK_GD_Ano_Helmets_Noble_B_geo.tpac	Y	parsed
sk_gd_dol_bracer_elite_a	metamesh	sk	gondor	dol	bracer	elite	a	gondor_assets	gondor_assets/belfalas/SK_GD_Dol_Bracers_Noble_A_geo.tpac	Y	parsed
sk_gd_dol_bracer_heavy_a	metamesh	sk	gondor	dol	bracer	heavy	a	gondor_assets	gondor_assets/belfalas/SK_GD_Dol_Bracers_Noble_A_geo.tpac	Y	parsed
sk_gd_dol_bracer_med_a	metamesh	sk	gondor	dol	bracer	med	a	gondor_assets	gondor_assets/belfalas/SK_GD_Dol_Bracers_Noble_A_geo.tpac	Y	parsed
sk_gd_dol_cav_helmet_elite_a	metamesh	sk	gondor	dol	helmet	elite	a	gondor_assets	gondor_assets/belfalas/SK_GD_Dol_Helmet_Noble_A_geo.tpac	Y	parsed
